week_end,geography,pathogen,demographics_type,demographics_values,percent_visits
2023-04-01,United States,RSV,Sex,Female,0
2023-04-01,United States,RSV,Age Group,18-64 years,0
2023-04-01,United States,RSV,Age Group,65+ years,0
2023-04-01,United States,RSV,Age Group,5-17 years,0
2023-04-01,United States,RSV,Age Group,0-4 years,0.4
2023-04-01,United States,RSV,Race/Ethnicity,Hispanic,0.1
2023-04-01,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0
2023-04-01,United States,RSV,Race/Ethnicity,"White, NH",0
2023-04-01,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0.1
2023-04-01,United States,RSV,Race/Ethnicity,"AI/AN, NH",0
2023-04-01,United States,RSV,Race/Ethnicity,"Black, NH",0
2024-08-03,United States,RSV,Sex,Male,0
2024-08-03,United States,RSV,Sex,Invalid,0
2024-08-03,United States,RSV,Sex,Other,0
2024-08-03,United States,RSV,Sex,Female,0
2024-08-03,United States,RSV,Age Group,18-64 years,0
2024-08-03,United States,RSV,Age Group,65+ years,0
2024-08-03,United States,RSV,Age Group,5-17 years,0
2024-08-03,United States,RSV,Age Group,0-4 years,0.2
2024-08-03,United States,RSV,Race/Ethnicity,Hispanic,0
2024-08-03,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0
2024-08-03,United States,RSV,Race/Ethnicity,"White, NH",0
2024-08-03,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0
2024-08-03,United States,RSV,Race/Ethnicity,"AI/AN, NH",0
2024-08-03,United States,RSV,Race/Ethnicity,"Black, NH",0
2022-12-17,United States,RSV,Sex,Male,0.6
2022-12-17,United States,RSV,Sex,Invalid,0
2022-12-17,United States,RSV,Sex,Other,0
2022-12-17,United States,RSV,Sex,Female,0.5
2022-12-17,United States,RSV,Age Group,18-64 years,0.1
2022-12-17,United States,RSV,Age Group,65+ years,0.3
2022-12-17,United States,RSV,Age Group,5-17 years,0.3
2022-12-17,United States,RSV,Age Group,0-4 years,4.3
2022-12-17,United States,RSV,Race/Ethnicity,Hispanic,0.7
2022-12-17,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0.5
2022-12-17,United States,RSV,Race/Ethnicity,"White, NH",0.6
2022-12-17,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0.8
2022-12-17,United States,RSV,Race/Ethnicity,"AI/AN, NH",1.5
2022-12-17,United States,RSV,Race/Ethnicity,"Black, NH",0.3
2023-05-13,United States,RSV,Sex,Male,0
2023-05-13,United States,RSV,Sex,Invalid,0
2023-05-13,United States,RSV,Sex,Other,0
2023-05-13,United States,RSV,Sex,Female,0
2023-05-13,United States,RSV,Age Group,18-64 years,0
2023-05-13,United States,RSV,Age Group,65+ years,0
2023-05-13,United States,RSV,Age Group,5-17 years,0
2023-05-13,United States,RSV,Age Group,0-4 years,0.3
2023-05-13,United States,RSV,Race/Ethnicity,Hispanic,0
2023-05-13,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0
2023-05-13,United States,RSV,Race/Ethnicity,"White, NH",0
2023-05-13,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0
2023-05-13,United States,RSV,Race/Ethnicity,"AI/AN, NH",0
2023-05-13,United States,RSV,Race/Ethnicity,"Black, NH",0
2024-04-13,United States,RSV,Sex,Male,0.1
2024-04-13,United States,RSV,Sex,Invalid,0
2024-04-13,United States,RSV,Sex,Other,0
2024-04-13,United States,RSV,Sex,Female,0.1
2024-04-13,United States,RSV,Age Group,18-64 years,0
2024-04-13,United States,RSV,Age Group,65+ years,0.1
2024-04-13,United States,RSV,Age Group,5-17 years,0
2024-04-13,United States,RSV,Age Group,0-4 years,0.5
2024-04-13,United States,RSV,Race/Ethnicity,Hispanic,0.1
2024-04-13,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0.1
2024-04-13,United States,RSV,Race/Ethnicity,"White, NH",0.1
2024-04-13,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0.1
2024-04-13,United States,RSV,Race/Ethnicity,"AI/AN, NH",0.1
2024-04-13,United States,RSV,Race/Ethnicity,"Black, NH",0
2023-02-18,United States,RSV,Sex,Male,0.1
2023-02-18,United States,RSV,Sex,Invalid,0
2023-02-18,United States,RSV,Sex,Other,0
2023-02-18,United States,RSV,Sex,Female,0.1
2023-02-18,United States,RSV,Age Group,18-64 years,0
2023-02-18,United States,RSV,Age Group,65+ years,0.1
2023-02-18,United States,RSV,Age Group,5-17 years,0
2023-02-18,United States,RSV,Age Group,0-4 years,0.8
2023-02-18,United States,RSV,Race/Ethnicity,Hispanic,0.1
2023-02-18,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0.1
2023-02-18,United States,RSV,Race/Ethnicity,"White, NH",0.1
2023-02-18,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0.1
2023-02-18,United States,RSV,Race/Ethnicity,"AI/AN, NH",0.3
2023-02-18,United States,RSV,Race/Ethnicity,"Black, NH",0.1
2022-12-10,United States,RSV,Sex,Male,0.7
2022-12-10,United States,RSV,Sex,Invalid,0
2022-12-10,United States,RSV,Sex,Other,0
2022-12-10,United States,RSV,Sex,Female,0.6
2022-12-10,United States,RSV,Age Group,18-64 years,0.1
2022-12-10,United States,RSV,Age Group,65+ years,0.4
2022-12-10,United States,RSV,Age Group,5-17 years,0.4
2022-12-10,United States,RSV,Age Group,0-4 years,5.1
2022-12-10,United States,RSV,Race/Ethnicity,Hispanic,0.9
2022-12-10,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0.7
2022-12-10,United States,RSV,Race/Ethnicity,"White, NH",0.7
2022-12-10,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0.9
2022-12-10,United States,RSV,Race/Ethnicity,"AI/AN, NH",1.6
2022-12-10,United States,RSV,Race/Ethnicity,"Black, NH",0.3
2023-07-22,United States,RSV,Sex,Male,0
2023-07-22,United States,RSV,Sex,Invalid,0
2023-07-22,United States,RSV,Sex,Other,0
2023-07-22,United States,RSV,Sex,Female,0
2023-07-22,United States,RSV,Age Group,18-64 years,0
2023-07-22,United States,RSV,Age Group,65+ years,0
2023-07-22,United States,RSV,Age Group,5-17 years,0
2023-07-22,United States,RSV,Age Group,0-4 years,0.3
2023-07-22,United States,RSV,Race/Ethnicity,Hispanic,0
2023-07-22,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0
2023-07-22,United States,RSV,Race/Ethnicity,"White, NH",0
2023-07-22,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0
2023-07-22,United States,RSV,Race/Ethnicity,"AI/AN, NH",0
2023-07-22,United States,RSV,Race/Ethnicity,"Black, NH",0
2023-03-25,United States,RSV,Sex,Male,0.1
2023-03-25,United States,RSV,Sex,Invalid,0
2023-03-25,United States,RSV,Sex,Other,0
2023-03-25,United States,RSV,Sex,Female,0
2023-03-25,United States,RSV,Age Group,18-64 years,0
2023-03-25,United States,RSV,Age Group,65+ years,0
2023-03-25,United States,RSV,Age Group,5-17 years,0
2023-03-25,United States,RSV,Age Group,0-4 years,0.4
2023-03-25,United States,RSV,Race/Ethnicity,Hispanic,0.1
2023-03-25,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0
2023-03-25,United States,RSV,Race/Ethnicity,"White, NH",0
2023-03-25,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0.1
2023-03-25,United States,RSV,Race/Ethnicity,"AI/AN, NH",0.1
2023-03-25,United States,RSV,Race/Ethnicity,"Black, NH",0
2024-02-17,United States,RSV,Sex,Male,0.3
2024-02-17,United States,RSV,Sex,Invalid,0
2024-02-17,United States,RSV,Sex,Other,0
2024-02-17,United States,RSV,Sex,Female,0.2
2024-02-17,United States,RSV,Age Group,18-64 years,0.1
2024-02-17,United States,RSV,Age Group,65+ years,0.2
2024-02-17,United States,RSV,Age Group,5-17 years,0.2
2024-02-17,United States,RSV,Age Group,0-4 years,2.1
2024-02-17,United States,RSV,Race/Ethnicity,Hispanic,0.3
2024-02-17,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0.3
2024-02-17,United States,RSV,Race/Ethnicity,"White, NH",0.3
2024-02-17,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0.3
2024-02-17,United States,RSV,Race/Ethnicity,"AI/AN, NH",0.6
2024-02-17,United States,RSV,Race/Ethnicity,"Black, NH",0.1
2023-05-27,United States,RSV,Sex,Male,0
2023-05-27,United States,RSV,Sex,Invalid,0
2023-05-27,United States,RSV,Sex,Other,0
2023-05-27,United States,RSV,Sex,Female,0
2023-05-27,United States,RSV,Age Group,18-64 years,0
2023-05-27,United States,RSV,Age Group,65+ years,0
2023-05-27,United States,RSV,Age Group,5-17 years,0
2023-05-27,United States,RSV,Age Group,0-4 years,0.3
2023-05-27,United States,RSV,Race/Ethnicity,Hispanic,0
2023-05-27,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0
2023-05-27,United States,RSV,Race/Ethnicity,"White, NH",0
2023-05-27,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0
2023-05-27,United States,RSV,Race/Ethnicity,"AI/AN, NH",0
2023-05-27,United States,RSV,Race/Ethnicity,"Black, NH",0
2022-10-15,United States,RSV,Sex,Male,0.9
2022-10-15,United States,RSV,Sex,Invalid,0
2022-10-15,United States,RSV,Sex,Other,0
2022-10-15,United States,RSV,Sex,Female,0.6
2022-10-15,United States,RSV,Age Group,18-64 years,0.1
2022-10-15,United States,RSV,Age Group,65+ years,0.1
2022-10-15,United States,RSV,Age Group,5-17 years,0.6
2022-10-15,United States,RSV,Age Group,0-4 years,6.6
2022-10-15,United States,RSV,Race/Ethnicity,Hispanic,1.1
2022-10-15,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0.7
2022-10-15,United States,RSV,Race/Ethnicity,"White, NH",0.6
2022-10-15,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",1
2022-10-15,United States,RSV,Race/Ethnicity,"AI/AN, NH",0.6
2022-10-15,United States,RSV,Race/Ethnicity,"Black, NH",0.7
2024-02-10,United States,RSV,Sex,Male,0.3
2024-02-10,United States,RSV,Sex,Invalid,0
2024-02-10,United States,RSV,Sex,Other,0
2024-02-10,United States,RSV,Sex,Female,0.3
2024-02-10,United States,RSV,Age Group,18-64 years,0.1
2024-02-10,United States,RSV,Age Group,65+ years,0.2
2024-02-10,United States,RSV,Age Group,5-17 years,0.2
2024-02-10,United States,RSV,Age Group,0-4 years,2.3
2024-02-10,United States,RSV,Race/Ethnicity,Hispanic,0.3
2024-02-10,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0.3
2024-02-10,United States,RSV,Race/Ethnicity,"White, NH",0.3
2024-02-10,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0.3
2024-02-10,United States,RSV,Race/Ethnicity,"AI/AN, NH",0.8
2024-02-10,United States,RSV,Race/Ethnicity,"Black, NH",0.2
2023-01-21,United States,RSV,Sex,Male,0.2
2023-01-21,United States,RSV,Sex,Invalid,0
2023-01-21,United States,RSV,Sex,Other,0
2023-01-21,United States,RSV,Sex,Female,0.2
2023-01-21,United States,RSV,Age Group,18-64 years,0
2023-01-21,United States,RSV,Age Group,65+ years,0.1
2023-01-21,United States,RSV,Age Group,5-17 years,0.1
2023-01-21,United States,RSV,Age Group,0-4 years,1.6
2023-01-21,United States,RSV,Race/Ethnicity,Hispanic,0.2
2023-01-21,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0.2
2023-01-21,United States,RSV,Race/Ethnicity,"White, NH",0.2
2023-01-21,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0.2
2023-01-21,United States,RSV,Race/Ethnicity,"AI/AN, NH",0.7
2023-01-21,United States,RSV,Race/Ethnicity,"Black, NH",0.1
2024-01-13,United States,RSV,Sex,Male,0.6
2024-01-13,United States,RSV,Sex,Invalid,0
2024-01-13,United States,RSV,Sex,Other,0
2024-01-13,United States,RSV,Sex,Female,0.5
2024-01-13,United States,RSV,Age Group,18-64 years,0.2
2024-01-13,United States,RSV,Age Group,65+ years,0.5
2024-01-13,United States,RSV,Age Group,5-17 years,0.3
2024-01-13,United States,RSV,Age Group,0-4 years,4.7
2024-01-13,United States,RSV,Race/Ethnicity,Hispanic,0.7
2024-01-13,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0.6
2024-01-13,United States,RSV,Race/Ethnicity,"White, NH",0.7
2024-01-13,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0.7
2024-01-13,United States,RSV,Race/Ethnicity,"AI/AN, NH",0.9
2024-01-13,United States,RSV,Race/Ethnicity,"Black, NH",0.3
2022-10-08,United States,RSV,Sex,Male,0.7
2022-10-08,United States,RSV,Sex,Invalid,0.1
2022-10-08,United States,RSV,Sex,Other,0
2022-10-08,United States,RSV,Sex,Female,0.5
2022-10-08,United States,RSV,Age Group,18-64 years,0
2022-10-08,United States,RSV,Age Group,65+ years,0.1
2022-10-08,United States,RSV,Age Group,5-17 years,0.5
2022-10-08,United States,RSV,Age Group,0-4 years,5.6
2022-10-08,United States,RSV,Race/Ethnicity,Hispanic,0.9
2022-10-08,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0.6
2022-10-08,United States,RSV,Race/Ethnicity,"White, NH",0.5
2022-10-08,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0.7
2022-10-08,United States,RSV,Race/Ethnicity,"AI/AN, NH",0.4
2022-10-08,United States,RSV,Race/Ethnicity,"Black, NH",0.6
2024-06-08,United States,RSV,Sex,Male,0
2024-06-08,United States,RSV,Sex,Invalid,0
2024-06-08,United States,RSV,Sex,Other,0
2024-06-08,United States,RSV,Sex,Female,0
2024-06-08,United States,RSV,Age Group,18-64 years,0
2024-06-08,United States,RSV,Age Group,65+ years,0
2024-06-08,United States,RSV,Age Group,5-17 years,0
2024-06-08,United States,RSV,Age Group,0-4 years,0.2
2024-06-08,United States,RSV,Race/Ethnicity,Hispanic,0
2024-06-08,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0
2024-06-08,United States,RSV,Race/Ethnicity,"White, NH",0
2024-06-08,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0
2024-06-08,United States,RSV,Race/Ethnicity,"AI/AN, NH",0
2024-06-08,United States,RSV,Race/Ethnicity,"Black, NH",0
2023-09-30,United States,RSV,Sex,Male,0.2
2023-09-30,United States,RSV,Sex,Invalid,0
2023-09-30,United States,RSV,Sex,Other,0
2023-09-30,United States,RSV,Sex,Female,0.1
2023-09-30,United States,RSV,Age Group,18-64 years,0
2023-09-30,United States,RSV,Age Group,65+ years,0
2023-09-30,United States,RSV,Age Group,5-17 years,0.1
2023-09-30,United States,RSV,Age Group,0-4 years,2
2023-09-30,United States,RSV,Race/Ethnicity,Hispanic,0.3
2023-09-30,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0.2
2023-09-30,United States,RSV,Race/Ethnicity,"White, NH",0.1
2023-09-30,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0.2
2023-09-30,United States,RSV,Race/Ethnicity,"AI/AN, NH",0.1
2023-09-30,United States,RSV,Race/Ethnicity,"Black, NH",0.2
2022-12-24,United States,RSV,Sex,Male,0.5
2022-12-24,United States,RSV,Sex,Invalid,0
2022-12-24,United States,RSV,Sex,Other,0
2022-12-24,United States,RSV,Sex,Female,0.4
2022-12-24,United States,RSV,Age Group,18-64 years,0.1
2022-12-24,United States,RSV,Age Group,65+ years,0.3
2022-12-24,United States,RSV,Age Group,5-17 years,0.3
2022-12-24,United States,RSV,Age Group,0-4 years,3.6
2022-12-24,United States,RSV,Race/Ethnicity,Hispanic,0.6
2022-12-24,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0.4
2022-12-24,United States,RSV,Race/Ethnicity,"White, NH",0.5
2022-12-24,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0.6
2022-12-24,United States,RSV,Race/Ethnicity,"AI/AN, NH",1.3
2022-12-24,United States,RSV,Race/Ethnicity,"Black, NH",0.2
2023-02-11,United States,RSV,Sex,Male,0.1
2023-02-11,United States,RSV,Sex,Invalid,0
2023-02-11,United States,RSV,Sex,Other,0
2023-02-11,United States,RSV,Sex,Female,0.1
2023-02-11,United States,RSV,Age Group,18-64 years,0
2023-02-11,United States,RSV,Age Group,65+ years,0.1
2023-02-11,United States,RSV,Age Group,5-17 years,0.1
2023-02-11,United States,RSV,Age Group,0-4 years,0.9
2023-02-11,United States,RSV,Race/Ethnicity,Hispanic,0.1
2023-02-11,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0.1
2023-02-11,United States,RSV,Race/Ethnicity,"White, NH",0.1
2023-02-11,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0.1
2023-02-11,United States,RSV,Race/Ethnicity,"AI/AN, NH",0.4
2023-02-11,United States,RSV,Race/Ethnicity,"Black, NH",0.1
2024-03-23,United States,RSV,Sex,Male,0.1
2024-03-23,United States,RSV,Sex,Invalid,0
2024-03-23,United States,RSV,Sex,Other,0
2024-03-23,United States,RSV,Sex,Female,0.1
2024-03-23,United States,RSV,Age Group,18-64 years,0
2024-03-23,United States,RSV,Age Group,65+ years,0.1
2024-03-23,United States,RSV,Age Group,5-17 years,0.1
2024-03-23,United States,RSV,Age Group,0-4 years,0.9
2024-03-23,United States,RSV,Race/Ethnicity,Hispanic,0.1
2024-03-23,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0.1
2024-03-23,United States,RSV,Race/Ethnicity,"White, NH",0.1
2024-03-23,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0.1
2024-03-23,United States,RSV,Race/Ethnicity,"AI/AN, NH",0.3
2024-03-23,United States,RSV,Race/Ethnicity,"Black, NH",0.1
2024-07-13,United States,RSV,Sex,Male,0
2024-07-13,United States,RSV,Sex,Invalid,0
2024-07-13,United States,RSV,Sex,Other,0
2024-07-13,United States,RSV,Sex,Female,0
2024-07-13,United States,RSV,Age Group,18-64 years,0
2024-07-13,United States,RSV,Age Group,65+ years,0
2024-07-13,United States,RSV,Age Group,5-17 years,0
2024-07-13,United States,RSV,Age Group,0-4 years,0.1
2024-07-13,United States,RSV,Race/Ethnicity,Hispanic,0
2024-07-13,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0
2024-07-13,United States,RSV,Race/Ethnicity,"White, NH",0
2024-07-13,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0
2024-07-13,United States,RSV,Race/Ethnicity,"AI/AN, NH",0
2024-07-13,United States,RSV,Race/Ethnicity,"Black, NH",0
2023-02-04,United States,RSV,Sex,Male,0.1
2023-02-04,United States,RSV,Sex,Invalid,0
2023-02-04,United States,RSV,Sex,Other,0
2023-02-04,United States,RSV,Sex,Female,0.1
2023-02-04,United States,RSV,Age Group,18-64 years,0
2023-02-04,United States,RSV,Age Group,65+ years,0.1
2023-02-04,United States,RSV,Age Group,5-17 years,0.1
2023-02-04,United States,RSV,Age Group,0-4 years,1.1
2023-02-04,United States,RSV,Race/Ethnicity,Hispanic,0.2
2023-02-04,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0.1
2023-02-04,United States,RSV,Race/Ethnicity,"White, NH",0.1
2023-02-04,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0.2
2023-02-04,United States,RSV,Race/Ethnicity,"AI/AN, NH",0.5
2023-02-04,United States,RSV,Race/Ethnicity,"Black, NH",0.1
2022-12-03,United States,RSV,Sex,Male,0.9
2022-12-03,United States,RSV,Sex,Invalid,0
2022-12-03,United States,RSV,Sex,Other,0
2022-12-03,United States,RSV,Sex,Female,0.7
2022-12-03,United States,RSV,Age Group,18-64 years,0.2
2022-12-03,United States,RSV,Age Group,65+ years,0.3
2022-12-03,United States,RSV,Age Group,5-17 years,0.5
2022-12-03,United States,RSV,Age Group,0-4 years,6.5
2022-12-03,United States,RSV,Race/Ethnicity,Hispanic,1.2
2022-12-03,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0.8
2022-12-03,United States,RSV,Race/Ethnicity,"White, NH",0.8
2022-12-03,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",1.2
2022-12-03,United States,RSV,Race/Ethnicity,"AI/AN, NH",1.8
2022-12-03,United States,RSV,Race/Ethnicity,"Black, NH",0.5
2023-06-03,United States,RSV,Sex,Male,0
2023-06-03,United States,RSV,Sex,Invalid,0
2023-06-03,United States,RSV,Sex,Other,0
2023-06-03,United States,RSV,Sex,Female,0
2023-06-03,United States,RSV,Age Group,18-64 years,0
2023-06-03,United States,RSV,Age Group,65+ years,0
2023-06-03,United States,RSV,Age Group,5-17 years,0
2023-06-03,United States,RSV,Age Group,0-4 years,0.3
2023-06-03,United States,RSV,Race/Ethnicity,Hispanic,0
2023-06-03,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0
2023-06-03,United States,RSV,Race/Ethnicity,"White, NH",0
2023-06-03,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0
2023-06-03,United States,RSV,Race/Ethnicity,"AI/AN, NH",0
2023-06-03,United States,RSV,Race/Ethnicity,"Black, NH",0
2023-08-19,United States,RSV,Sex,Male,0.1
2023-08-19,United States,RSV,Sex,Invalid,0
2023-08-19,United States,RSV,Sex,Other,0
2023-08-19,United States,RSV,Sex,Female,0
2023-08-19,United States,RSV,Age Group,18-64 years,0
2023-08-19,United States,RSV,Age Group,65+ years,0
2023-08-19,United States,RSV,Age Group,5-17 years,0
2023-08-19,United States,RSV,Age Group,0-4 years,0.6
2023-08-19,United States,RSV,Race/Ethnicity,Hispanic,0.1
2023-08-19,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0.1
2023-08-19,United States,RSV,Race/Ethnicity,"White, NH",0
2023-08-19,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0
2023-08-19,United States,RSV,Race/Ethnicity,"AI/AN, NH",0
2023-08-19,United States,RSV,Race/Ethnicity,"Black, NH",0.1
2023-01-14,United States,RSV,Sex,Male,0.3
2023-01-14,United States,RSV,Sex,Invalid,0
2023-01-14,United States,RSV,Sex,Other,0
2023-01-14,United States,RSV,Sex,Female,0.2
2023-01-14,United States,RSV,Age Group,18-64 years,0.1
2023-01-14,United States,RSV,Age Group,65+ years,0.2
2023-01-14,United States,RSV,Age Group,5-17 years,0.1
2023-01-14,United States,RSV,Age Group,0-4 years,2.1
2023-01-14,United States,RSV,Race/Ethnicity,Hispanic,0.3
2023-01-14,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0.2
2023-01-14,United States,RSV,Race/Ethnicity,"White, NH",0.2
2023-01-14,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0.3
2023-01-14,United States,RSV,Race/Ethnicity,"AI/AN, NH",0.7
2023-01-14,United States,RSV,Race/Ethnicity,"Black, NH",0.1
2023-04-08,United States,RSV,Sex,Male,0
2023-04-08,United States,RSV,Sex,Invalid,0
2023-04-08,United States,RSV,Sex,Other,0
2023-04-08,United States,RSV,Sex,Female,0
2023-04-08,United States,RSV,Age Group,18-64 years,0
2023-04-08,United States,RSV,Age Group,65+ years,0
2023-04-08,United States,RSV,Age Group,5-17 years,0
2023-04-08,United States,RSV,Age Group,0-4 years,0.4
2023-04-08,United States,RSV,Race/Ethnicity,Hispanic,0
2023-04-08,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0
2023-04-08,United States,RSV,Race/Ethnicity,"White, NH",0
2023-04-08,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0
2023-04-08,United States,RSV,Race/Ethnicity,"AI/AN, NH",0.1
2023-04-08,United States,RSV,Race/Ethnicity,"Black, NH",0
2023-04-15,United States,RSV,Sex,Male,0
2023-04-15,United States,RSV,Sex,Invalid,0
2023-04-15,United States,RSV,Sex,Other,0
2023-04-15,United States,RSV,Sex,Female,0
2023-04-15,United States,RSV,Age Group,18-64 years,0
2023-04-15,United States,RSV,Age Group,65+ years,0
2023-04-15,United States,RSV,Age Group,5-17 years,0
2023-04-15,United States,RSV,Age Group,0-4 years,0.3
2023-04-15,United States,RSV,Race/Ethnicity,Hispanic,0
2023-04-15,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0
2023-04-15,United States,RSV,Race/Ethnicity,"White, NH",0
2023-04-15,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0
2023-04-15,United States,RSV,Race/Ethnicity,"AI/AN, NH",0.1
2023-04-15,United States,RSV,Race/Ethnicity,"Black, NH",0
2023-12-30,United States,RSV,Sex,Male,1.1
2023-12-30,United States,RSV,Sex,Invalid,0
2023-12-30,United States,RSV,Sex,Other,0
2023-12-30,United States,RSV,Sex,Female,0.9
2023-12-30,United States,RSV,Age Group,18-64 years,0.3
2023-12-30,United States,RSV,Age Group,65+ years,0.6
2023-12-30,United States,RSV,Age Group,5-17 years,0.6
2023-12-30,United States,RSV,Age Group,0-4 years,6.8
2023-12-30,United States,RSV,Race/Ethnicity,Hispanic,1.1
2023-12-30,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",1.1
2023-12-30,United States,RSV,Race/Ethnicity,"White, NH",1
2023-12-30,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",1
2023-12-30,United States,RSV,Race/Ethnicity,"AI/AN, NH",1.5
2023-12-30,United States,RSV,Race/Ethnicity,"Black, NH",0.6
2023-08-05,United States,RSV,Sex,Male,0
2023-08-05,United States,RSV,Sex,Invalid,0
2023-08-05,United States,RSV,Sex,Other,0
2023-08-05,United States,RSV,Sex,Female,0
2023-08-05,United States,RSV,Age Group,18-64 years,0
2023-08-05,United States,RSV,Age Group,65+ years,0
2023-08-05,United States,RSV,Age Group,5-17 years,0
2023-08-05,United States,RSV,Age Group,0-4 years,0.5
2023-08-05,United States,RSV,Race/Ethnicity,Hispanic,0.1
2023-08-05,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0
2023-08-05,United States,RSV,Race/Ethnicity,"White, NH",0
2023-08-05,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0
2023-08-05,United States,RSV,Race/Ethnicity,"AI/AN, NH",0
2023-08-05,United States,RSV,Race/Ethnicity,"Black, NH",0
2023-05-06,United States,RSV,Sex,Male,0
2023-05-06,United States,RSV,Sex,Invalid,0
2023-05-06,United States,RSV,Sex,Other,0
2023-05-06,United States,RSV,Sex,Female,0
2023-05-06,United States,RSV,Age Group,18-64 years,0
2023-05-06,United States,RSV,Age Group,65+ years,0
2023-05-06,United States,RSV,Age Group,5-17 years,0
2023-05-06,United States,RSV,Age Group,0-4 years,0.3
2023-05-06,United States,RSV,Race/Ethnicity,Hispanic,0
2023-05-06,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0
2023-05-06,United States,RSV,Race/Ethnicity,"White, NH",0
2023-05-06,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0
2023-05-06,United States,RSV,Race/Ethnicity,"AI/AN, NH",0.1
2023-05-06,United States,RSV,Race/Ethnicity,"Black, NH",0
2024-02-24,United States,RSV,Sex,Male,0.2
2024-02-24,United States,RSV,Sex,Invalid,0
2024-02-24,United States,RSV,Sex,Other,0
2024-02-24,United States,RSV,Sex,Female,0.2
2024-02-24,United States,RSV,Age Group,18-64 years,0.1
2024-02-24,United States,RSV,Age Group,65+ years,0.2
2024-02-24,United States,RSV,Age Group,5-17 years,0.1
2024-02-24,United States,RSV,Age Group,0-4 years,1.8
2024-02-24,United States,RSV,Race/Ethnicity,Hispanic,0.3
2024-02-24,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0.2
2024-02-24,United States,RSV,Race/Ethnicity,"White, NH",0.3
2024-02-24,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0.2
